"","WT_1411","WT_1601","WT_1710","KO_1411","KO_1601","KO_1710"
"ENSMUSG00000103525.1",4,6,2,4,1,2
"ENSMUSG00000103526.1",1,0,0,0,0,0
"ENSMUSG00000103527.1",4,5,4,5,6,1
"ENSMUSG00000103528.1",0,0,0,0,0,0
"ENSMUSG00000103529.1",0,0,0,0,0,0
"ENSMUSG00000103530.1",0,0,0,0,0,0
"ENSMUSG00000103531.1",0,0,0,0,0,0
"ENSMUSG00000103532.1",0,0,0,0,0,0
"ENSMUSG00000103533.1",0,0,0,0,0,0
"ENSMUSG00000103534.1",2,1,0,0,0,0
"ENSMUSG00000103535.1",0,0,0,0,0,0
"ENSMUSG00000103536.1",0,0,0,0,0,0
"ENSMUSG00000103537.1",0,0,0,0,0,0
"ENSMUSG00000103538.3",0,0,0,0,0,0
"ENSMUSG00000103539.1",0,0,0,0,0,0
"ENSMUSG00000103540.1",0,0,0,0,0,0
"ENSMUSG00000103541.1",0,0,0,0,0,0
"ENSMUSG00000103542.1",0,0,0,0,0,0
"ENSMUSG00000103543.1",0,0,0,0,0,0
"ENSMUSG00000103544.2",0,0,0,0,0,0
"ENSMUSG00000103545.1",0,0,0,0,0,0
"ENSMUSG00000103546.1",16,16,10,14,20,5
"ENSMUSG00000103547.1",0,0,0,0,0,0
"ENSMUSG00000103548.1",1,1,0,0,1,0
"ENSMUSG00000103549.1",0,0,0,0,1,1
"ENSMUSG00000103552.1",0,0,0,1,0,0
"ENSMUSG00000103553.1",2,0,1,0,1,0
"ENSMUSG00000103554.1",0,0,0,0,0,0
"ENSMUSG00000103555.1",0,0,0,0,0,0
"ENSMUSG00000103556.1",0,0,1,0,2,0
"ENSMUSG00000103557.1",0,0,0,0,0,0
"ENSMUSG00000103558.1",3,5,3,5,3,1
"ENSMUSG00000103559.1",0,0,0,0,0,0
"ENSMUSG00000103560.1",0,0,0,0,0,0
"ENSMUSG00000103561.1",0,0,0,0,0,0
"ENSMUSG00000103562.1",0,0,0,0,2,0
"ENSMUSG00000103563.1",0,0,0,0,0,0
"ENSMUSG00000103564.1",0,0,0,0,0,0
"ENSMUSG00000103566.1",0,0,0,0,0,0
"ENSMUSG00000103567.1",18,11,13,5,14,0
"ENSMUSG00000103568.1",0,1,0,0,0,0
"ENSMUSG00000103569.1",25,28,15,13,16,5
"ENSMUSG00000103570.1",1,4,1,3,2,1
"ENSMUSG00000103571.1",0,0,0,0,0,0
"ENSMUSG00000103572.1",5,0,4,3,6,0
"ENSMUSG00000103573.1",0,0,0,0,0,0
"ENSMUSG00000103574.1",1,0,0,0,0,0
"ENSMUSG00000103575.1",0,0,0,0,0,0
"ENSMUSG00000103576.1",0,0,0,0,0,0
"ENSMUSG00000103577.1",0,0,0,0,0,0
"ENSMUSG00000103579.1",0,0,0,0,0,0
"ENSMUSG00000103580.1",0,0,0,0,0,0
"ENSMUSG00000103581.1",0,0,0,0,0,0
"ENSMUSG00000103583.1",0,0,0,0,0,0
"ENSMUSG00000103584.1",0,0,0,0,0,0
"ENSMUSG00000103585.1",17,22,12,12,13,4
"ENSMUSG00000103586.5",206,189,138,110,174,35
"ENSMUSG00000103587.1",0,0,0,0,0,0
"ENSMUSG00000103588.1",0,0,0,0,0,0
"ENSMUSG00000103589.5",0,0,0,0,0,0
"ENSMUSG00000103590.1",0,0,0,0,0,0
"ENSMUSG00000103591.1",20,20,10,10,14,6
"ENSMUSG00000103592.1",0,0,0,0,0,0
"ENSMUSG00000103593.1",14,5,6,3,14,3
"ENSMUSG00000103594.1",0,0,0,0,0,0
"ENSMUSG00000103595.1",0,0,0,0,0,0
"ENSMUSG00000103596.1",0,0,0,0,0,0
"ENSMUSG00000103597.1",0,0,0,0,0,0
"ENSMUSG00000103598.1",0,0,0,0,0,0
"ENSMUSG00000103599.1",1,0,0,1,0,0
"ENSMUSG00000103600.1",0,0,0,1,0,0
"ENSMUSG00000103601.1",0,0,0,0,0,0
"ENSMUSG00000103602.1",0,0,0,0,0,0
"ENSMUSG00000103603.1",0,0,0,0,0,0
"ENSMUSG00000103604.1",0,0,0,0,0,0
"ENSMUSG00000103606.1",0,0,0,0,0,0
"ENSMUSG00000103607.1",0,0,0,0,0,0
"ENSMUSG00000103608.1",0,1,1,0,0,0
"ENSMUSG00000103609.1",0,0,0,0,0,0
"ENSMUSG00000103610.1",0,0,0,0,0,0
"ENSMUSG00000103611.1",9,9,6,1,4,1
"ENSMUSG00000103612.1",0,0,0,0,0,0
"ENSMUSG00000103613.1",0,0,0,0,0,0
"ENSMUSG00000103614.1",17,13,12,12,22,4
"ENSMUSG00000103615.5",0,0,0,0,0,0
"ENSMUSG00000103616.1",1,0,0,0,1,0
"ENSMUSG00000103617.1",0,0,0,0,0,0
"ENSMUSG00000103618.1",0,0,0,0,0,0
"ENSMUSG00000103620.1",0,0,0,0,0,0
"ENSMUSG00000103621.1",24,22,21,18,28,1
"ENSMUSG00000103622.1",3,0,0,0,4,1
"ENSMUSG00000103624.1",4,5,2,8,12,5
"ENSMUSG00000103625.1",1,8,5,11,6,0
"ENSMUSG00000103626.1",4,1,2,1,3,1
"ENSMUSG00000103628.1",5,1,4,5,1,1
"ENSMUSG00000103629.1",0,0,3,0,0,0
"ENSMUSG00000103630.1",0,0,0,0,0,0
"ENSMUSG00000103631.1",0,0,0,0,0,0
"ENSMUSG00000103632.1",15,14,10,6,9,1
"ENSMUSG00000103633.1",0,0,0,0,0,0
"ENSMUSG00000103634.1",1,0,0,0,1,0
"ENSMUSG00000103635.1",0,0,0,0,0,0
"ENSMUSG00000103636.1",0,0,0,0,0,0
"ENSMUSG00000103637.1",0,0,0,0,0,0
"ENSMUSG00000103638.1",0,0,0,0,0,0
"ENSMUSG00000103639.1",0,0,0,0,0,0
"ENSMUSG00000103640.1",0,0,0,0,0,0
"ENSMUSG00000103641.1",2,0,0,4,0,0
"ENSMUSG00000103642.1",0,0,0,0,0,0
"ENSMUSG00000103643.1",3,0,1,2,1,1
"ENSMUSG00000103644.1",0,0,0,0,0,0
"ENSMUSG00000103646.1",4,2,0,6,4,0
"ENSMUSG00000103647.1",1,1,0,0,2,0
"ENSMUSG00000103649.1",0,0,2,0,0,0
"ENSMUSG00000103650.1",0,0,0,0,0,0
"ENSMUSG00000103651.1",56,43,23,24,50,16
"ENSMUSG00000103652.1",0,0,0,0,0,0
"ENSMUSG00000103653.1",0,0,0,0,0,0
"ENSMUSG00000103654.1",0,1,0,0,0,0
"ENSMUSG00000103655.1",0,0,0,0,0,0
"ENSMUSG00000103656.1",3,0,0,0,0,0
"ENSMUSG00000103657.1",6,3,5,3,7,0
"ENSMUSG00000103658.1",0,0,0,0,0,0
"ENSMUSG00000103659.1",0,1,1,3,1,1
"ENSMUSG00000103660.5",0,0,0,0,0,0
"ENSMUSG00000103662.1",1,1,0,0,0,1
"ENSMUSG00000103663.1",0,0,0,0,0,0
"ENSMUSG00000103664.5",0,0,0,0,0,0
"ENSMUSG00000103665.1",0,0,0,0,0,0
"ENSMUSG00000103666.1",0,0,0,0,0,0
"ENSMUSG00000103667.1",0,0,0,0,0,0
"ENSMUSG00000103668.1",0,0,0,0,0,0
"ENSMUSG00000103669.1",0,0,0,0,0,0
"ENSMUSG00000103670.1",1,0,0,0,0,0
"ENSMUSG00000103672.1",28,21,17,19,36,7
"ENSMUSG00000103673.1",0,0,0,0,0,0
"ENSMUSG00000103675.1",0,0,0,0,0,0
"ENSMUSG00000103676.1",0,0,0,0,0,0
"ENSMUSG00000103677.1",2,1,1,2,3,0
"ENSMUSG00000103678.1",0,0,0,0,0,0
"ENSMUSG00000103679.1",3,0,2,0,4,0
"ENSMUSG00000103680.1",0,0,0,1,0,0
"ENSMUSG00000103681.5",0,0,0,0,0,0
"ENSMUSG00000103684.1",0,0,0,0,0,0
"ENSMUSG00000103685.1",0,4,0,0,0,0
"ENSMUSG00000103686.1",0,0,0,0,0,0
"ENSMUSG00000103688.1",0,0,0,0,0,0
"ENSMUSG00000103689.1",0,0,0,0,0,0
"ENSMUSG00000103690.1",0,0,0,0,0,0
"ENSMUSG00000103691.1",0,0,0,0,0,0
"ENSMUSG00000103692.1",0,0,0,1,0,0
"ENSMUSG00000103693.1",8,1,5,3,7,1
"ENSMUSG00000103694.1",0,0,0,0,0,0
"ENSMUSG00000103695.1",0,0,0,0,0,0
"ENSMUSG00000103696.1",4,3,1,2,4,0
"ENSMUSG00000103697.1",18,29,16,19,15,4
"ENSMUSG00000103698.1",0,0,0,0,0,0
"ENSMUSG00000103699.1",6,0,0,0,0,0
"ENSMUSG00000103700.1",0,0,0,2,0,0
"ENSMUSG00000103701.1",3,3,0,0,1,1
"ENSMUSG00000103702.1",0,1,0,3,1,0
"ENSMUSG00000103703.2",6,5,4,0,2,0
"ENSMUSG00000103704.1",0,0,0,0,0,0
"ENSMUSG00000103705.1",0,1,0,0,1,0
"ENSMUSG00000103706.1",65,54,38,41,71,16
"ENSMUSG00000103707.5",0,0,0,0,0,0
"ENSMUSG00000103708.1",1,0,0,0,0,0
"ENSMUSG00000103709.1",0,0,0,0,0,0
"ENSMUSG00000103710.1",0,0,0,0,0,0
"ENSMUSG00000103711.1",16,15,9,12,19,5
"ENSMUSG00000103712.1",0,0,0,0,0,0
"ENSMUSG00000103713.1",0,0,0,0,0,0
"ENSMUSG00000103714.1",0,0,0,0,0,0
"ENSMUSG00000103715.1",4,1,3,3,7,0
"ENSMUSG00000103716.1",0,0,0,0,0,0
"ENSMUSG00000103717.1",0,0,0,0,0,0
"ENSMUSG00000103718.1",0,0,0,0,0,0
"ENSMUSG00000103719.1",0,0,0,0,0,0
"ENSMUSG00000103720.1",0,0,0,0,1,0
"ENSMUSG00000103722.1",0,0,0,0,0,0
"ENSMUSG00000103723.1",0,0,0,0,0,0
"ENSMUSG00000103724.1",0,0,0,0,0,0
"ENSMUSG00000103725.1",0,1,1,1,0,1
"ENSMUSG00000103726.1",2,0,0,0,2,0
"ENSMUSG00000103727.1",1,0,0,0,1,1
"ENSMUSG00000103728.1",5,3,5,8,12,2
"ENSMUSG00000103729.1",1,2,0,0,0,0
"ENSMUSG00000103730.1",0,0,0,0,0,0
"ENSMUSG00000103731.1",0,0,2,0,0,0
"ENSMUSG00000103732.1",0,1,0,0,0,0
"ENSMUSG00000103733.1",1,6,1,4,0,3
"ENSMUSG00000103734.1",5,5,4,3,4,0
"ENSMUSG00000103735.1",0,0,0,0,1,0
"ENSMUSG00000103736.1",0,0,0,0,0,0
"ENSMUSG00000103737.1",3,0,2,1,1,1
"ENSMUSG00000103738.1",0,0,0,0,0,0
"ENSMUSG00000103739.1",18,16,12,7,12,1
"ENSMUSG00000103740.1",0,0,0,0,0,0
"ENSMUSG00000103741.1",10,10,4,3,4,3
"ENSMUSG00000103742.1",0,0,0,0,0,0
"ENSMUSG00000103744.1",0,0,0,0,0,0
"ENSMUSG00000103745.1",1,1,2,4,5,0
"ENSMUSG00000103746.1",7,5,3,0,4,1
"ENSMUSG00000103747.1",8,6,5,2,5,0
"ENSMUSG00000103748.1",0,1,4,5,7,0
"ENSMUSG00000103749.1",19,26,13,12,11,4
"ENSMUSG00000103751.1",0,0,0,0,0,0
"ENSMUSG00000103752.5",0,0,0,0,0,0
"ENSMUSG00000103753.1",117,115,68,70,105,29
"ENSMUSG00000103754.1",0,0,0,0,0,0
"ENSMUSG00000103755.1",0,0,0,0,0,0
"ENSMUSG00000103756.1",5,5,6,6,7,0
"ENSMUSG00000103757.1",0,0,0,0,0,0
"ENSMUSG00000103758.1",0,0,0,0,0,0
"ENSMUSG00000103759.1",2,1,0,1,0,0
"ENSMUSG00000103760.1",3,1,2,1,1,0
"ENSMUSG00000103761.1",3,0,0,0,0,0
"ENSMUSG00000103762.1",0,0,0,0,0,0
"ENSMUSG00000103763.1",1,4,0,0,3,0
"ENSMUSG00000103764.1",0,0,0,0,0,0
"ENSMUSG00000103765.1",0,0,0,0,0,0
"ENSMUSG00000103766.5",0,0,0,0,0,0
"ENSMUSG00000103767.1",0,0,0,0,0,0
"ENSMUSG00000103768.1",4,3,5,7,10,1
"ENSMUSG00000103769.1",0,0,0,0,0,0
"ENSMUSG00000103770.1",0,0,1,0,0,0
"ENSMUSG00000103771.1",0,0,0,0,0,0
"ENSMUSG00000103772.1",29,22,17,10,20,4
"ENSMUSG00000103773.1",0,0,0,0,0,0
"ENSMUSG00000103774.1",65,40,26,16,47,13
"ENSMUSG00000103775.1",0,0,0,0,0,0
"ENSMUSG00000103776.1",0,0,0,0,0,0
"ENSMUSG00000103778.1",0,5,0,1,1,0
"ENSMUSG00000103779.1",158,167,140,122,167,25
"ENSMUSG00000103780.1",0,3,0,0,2,0
"ENSMUSG00000103781.1",0,0,0,0,0,0
"ENSMUSG00000103782.1",0,0,0,0,0,0
"ENSMUSG00000103783.1",6,5,0,0,2,1
"ENSMUSG00000103784.1",2,0,0,0,0,0
"ENSMUSG00000103785.1",0,0,0,0,0,0
"ENSMUSG00000103786.1",0,0,0,0,0,0
"ENSMUSG00000103787.1",0,0,0,0,0,0
"ENSMUSG00000103788.1",0,0,0,0,0,0
"ENSMUSG00000103789.1",0,0,0,0,0,0
"ENSMUSG00000103790.1",0,0,0,0,0,0
"ENSMUSG00000103791.1",0,0,0,0,0,0
"ENSMUSG00000103792.1",0,0,1,0,0,0
"ENSMUSG00000103793.1",6,5,1,0,2,1
"ENSMUSG00000103794.1",0,0,0,0,0,0
"ENSMUSG00000103795.1",0,0,0,0,0,0
"ENSMUSG00000103796.1",0,0,0,0,0,0
"ENSMUSG00000103797.1",1,0,0,0,0,0
"ENSMUSG00000103798.1",0,0,0,0,0,0
"ENSMUSG00000103799.1",0,0,0,0,0,0
"ENSMUSG00000103800.1",0,0,0,0,0,0
"ENSMUSG00000103801.1",5,5,4,2,1,0
"ENSMUSG00000103802.1",0,0,0,0,0,0
"ENSMUSG00000103803.1",0,0,0,0,0,0
"ENSMUSG00000103804.1",1,0,2,0,3,0
"ENSMUSG00000103805.1",0,0,0,0,0,0
"ENSMUSG00000103807.1",0,0,1,0,0,0
"ENSMUSG00000103808.1",0,0,0,0,0,0
"ENSMUSG00000103809.1",0,0,0,0,0,0
"ENSMUSG00000103810.1",0,0,0,0,0,0
"ENSMUSG00000103811.1",0,0,0,0,0,0
"ENSMUSG00000103812.5",0,0,0,0,0,0
"ENSMUSG00000103813.5",0,0,0,0,0,0
"ENSMUSG00000103814.1",0,0,0,0,0,0
"ENSMUSG00000103815.1",1,0,1,0,0,0
"ENSMUSG00000103816.1",0,0,0,0,0,0
"ENSMUSG00000103817.1",0,2,0,1,0,0
"ENSMUSG00000103818.1",1,0,1,3,4,1
"ENSMUSG00000103819.1",0,0,0,0,0,0
"ENSMUSG00000103821.1",12,19,11,21,21,5
"ENSMUSG00000103822.1",0,2,0,0,0,0
"ENSMUSG00000103823.1",14,12,12,11,18,1
"ENSMUSG00000103824.1",0,0,0,0,0,0
"ENSMUSG00000103825.1",0,1,0,1,0,0
"ENSMUSG00000103827.1",0,0,0,0,0,0
"ENSMUSG00000103828.1",0,0,0,0,0,0
"ENSMUSG00000103829.5",0,0,0,0,0,0
"ENSMUSG00000103830.1",0,0,0,0,0,0
"ENSMUSG00000103831.1",0,0,0,0,0,0
"ENSMUSG00000103832.1",0,0,0,0,0,0
"ENSMUSG00000103833.1",0,0,0,0,2,0
"ENSMUSG00000103834.1",0,2,0,0,0,0
"ENSMUSG00000103835.1",0,1,0,0,0,0
"ENSMUSG00000103837.1",0,0,0,0,0,0
"ENSMUSG00000103839.1",6,7,1,2,3,1
"ENSMUSG00000103840.1",0,0,0,0,0,0
"ENSMUSG00000103841.1",0,0,0,0,0,0
"ENSMUSG00000103842.1",0,0,0,0,0,0
"ENSMUSG00000103843.1",0,0,0,0,0,0
"ENSMUSG00000103844.1",0,0,0,0,0,0
"ENSMUSG00000103845.1",7,1,5,0,0,0
"ENSMUSG00000103846.1",7,1,4,4,8,2
"ENSMUSG00000103847.1",7,7,5,10,14,3
"ENSMUSG00000103848.1",0,0,0,0,0,0
"ENSMUSG00000103849.1",0,0,0,0,0,0
"ENSMUSG00000103850.1",5,4,1,5,7,3
"ENSMUSG00000103851.1",0,0,0,0,0,0
"ENSMUSG00000103852.1",0,0,0,0,0,0
"ENSMUSG00000103854.1",0,0,2,0,0,0
"ENSMUSG00000103856.1",0,0,0,0,1,0
"ENSMUSG00000103857.1",25,19,13,4,13,3
"ENSMUSG00000103858.1",0,0,0,0,0,0
"ENSMUSG00000103859.1",0,0,0,0,0,0
"ENSMUSG00000103860.1",0,0,0,0,0,0
"ENSMUSG00000103862.3",0,0,0,0,0,0
"ENSMUSG00000103863.2",0,0,0,0,0,0
"ENSMUSG00000103864.1",3,2,0,0,3,0
"ENSMUSG00000103865.1",0,0,0,0,0,0
"ENSMUSG00000103867.1",0,0,2,0,0,0
"ENSMUSG00000103869.1",10,10,9,18,26,5
"ENSMUSG00000103870.1",1,1,1,0,2,0
"ENSMUSG00000103871.1",0,0,0,0,0,0
"ENSMUSG00000103872.5",0,0,0,0,0,0
"ENSMUSG00000103873.1",0,0,0,0,0,0
"ENSMUSG00000103874.1",0,0,0,0,0,0
"ENSMUSG00000103875.1",0,0,0,0,0,0
"ENSMUSG00000103876.1",0,0,0,0,0,0
"ENSMUSG00000103877.2",0,1,1,0,1,1
"ENSMUSG00000103878.1",0,1,0,0,0,0
"ENSMUSG00000103880.1",0,0,0,0,0,0
"ENSMUSG00000103881.1",0,0,0,0,0,0
"ENSMUSG00000103882.1",1,0,0,0,0,0
"ENSMUSG00000103883.1",1,2,0,2,2,0
"ENSMUSG00000103884.1",0,0,0,0,0,0
"ENSMUSG00000103885.1",0,0,0,4,0,0
"ENSMUSG00000103886.1",0,0,0,0,0,0
"ENSMUSG00000103887.1",3,3,0,1,2,1
"ENSMUSG00000103889.1",0,0,0,0,0,0
"ENSMUSG00000103890.1",0,0,0,0,0,0
"ENSMUSG00000103891.1",0,0,0,0,1,0
"ENSMUSG00000103892.1",0,0,0,0,0,0
"ENSMUSG00000103893.1",0,0,0,0,0,0
"ENSMUSG00000103894.1",0,0,0,0,0,0
"ENSMUSG00000103895.1",0,0,0,0,0,0
"ENSMUSG00000103896.1",0,0,0,0,0,0
"ENSMUSG00000103897.1",8,6,5,0,4,0
"ENSMUSG00000103898.1",1,0,0,1,4,1
"ENSMUSG00000103899.1",7,6,6,6,8,0
"ENSMUSG00000103900.1",0,1,0,0,2,0
"ENSMUSG00000103901.1",1,4,0,4,1,2
"ENSMUSG00000103902.1",0,0,0,0,0,0
"ENSMUSG00000103903.1",0,0,0,0,0,0
"ENSMUSG00000103904.1",0,4,0,0,0,1
"ENSMUSG00000103905.1",3,1,0,1,0,0
"ENSMUSG00000103906.1",125,118,72,69,107,28
"ENSMUSG00000103907.1",20,28,26,30,33,3
"ENSMUSG00000103908.1",0,0,0,0,0,0
"ENSMUSG00000103909.1",0,0,0,0,0,0
"ENSMUSG00000103911.1",0,1,0,0,0,0
"ENSMUSG00000103912.1",0,0,0,0,0,0
"ENSMUSG00000103913.1",0,0,0,0,0,0
"ENSMUSG00000103914.1",0,0,0,0,0,0
"ENSMUSG00000103915.1",0,0,0,0,0,0
"ENSMUSG00000103916.1",0,0,0,0,2,0
"ENSMUSG00000103917.1",0,0,0,0,0,0
"ENSMUSG00000103918.1",0,0,0,0,0,0
"ENSMUSG00000103919.1",0,0,0,0,0,0
"ENSMUSG00000103920.1",0,0,0,0,0,0
"ENSMUSG00000103921.1",9,9,5,3,5,2
"ENSMUSG00000103922.1",22,30,23,17,17,1
"ENSMUSG00000103923.1",0,0,0,0,0,0
"ENSMUSG00000103924.1",0,0,0,0,0,0
"ENSMUSG00000103925.1",0,0,0,0,1,0
"ENSMUSG00000103926.1",0,0,0,0,0,0
"ENSMUSG00000103927.1",0,0,0,0,0,0
"ENSMUSG00000103928.1",10,15,8,9,7,1
"ENSMUSG00000103929.1",0,0,0,0,0,0
"ENSMUSG00000103930.1",0,0,0,0,0,0
"ENSMUSG00000103931.1",0,0,0,0,0,0
"ENSMUSG00000103932.1",0,0,0,0,0,0
"ENSMUSG00000103933.1",3,1,2,2,1,0
"ENSMUSG00000103934.1",0,0,0,0,0,0
"ENSMUSG00000103935.1",0,0,0,0,0,0
"ENSMUSG00000103936.1",0,1,0,0,1,0
"ENSMUSG00000103937.1",12,7,6,4,11,3
"ENSMUSG00000103938.1",0,0,0,0,0,0
"ENSMUSG00000103939.1",0,15,1,0,3,1
"ENSMUSG00000103940.1",0,3,2,1,1,0
"ENSMUSG00000103942.1",0,0,0,0,0,0
"ENSMUSG00000103943.5",0,0,0,0,0,0
"ENSMUSG00000103944.1",1,0,0,0,1,0
"ENSMUSG00000103945.1",6,10,11,15,16,0
"ENSMUSG00000103947.1",0,0,0,0,0,0
"ENSMUSG00000103948.1",3,5,4,4,4,0
"ENSMUSG00000103949.1",0,0,0,0,0,0
"ENSMUSG00000103950.1",0,0,0,0,0,0
"ENSMUSG00000103951.1",0,0,0,0,0,0
"ENSMUSG00000103952.1",1,0,0,0,0,0
"ENSMUSG00000103953.1",0,1,1,2,0,0
"ENSMUSG00000103954.5",0,0,0,0,0,0
"ENSMUSG00000103955.1",0,0,0,0,0,0
"ENSMUSG00000103956.1",0,0,0,0,0,0
"ENSMUSG00000103957.1",1,0,0,0,0,0
"ENSMUSG00000103958.1",0,0,0,0,0,0
"ENSMUSG00000103959.2",0,0,0,0,0,0
"ENSMUSG00000103960.1",0,0,0,0,0,0
"ENSMUSG00000103961.1",0,0,0,0,0,0
"ENSMUSG00000103962.1",0,0,0,0,0,0
"ENSMUSG00000103963.1",0,0,0,0,0,0
"ENSMUSG00000103964.1",0,0,0,0,1,0
"ENSMUSG00000103965.1",0,0,0,0,0,0
"ENSMUSG00000103966.1",6,15,5,8,2,1
"ENSMUSG00000103967.1",4,0,0,0,0,0
"ENSMUSG00000103968.1",1,0,0,0,0,0
"ENSMUSG00000103969.1",0,0,0,0,0,0
"ENSMUSG00000103970.1",8,9,3,4,5,3
"ENSMUSG00000103971.1",0,0,0,0,0,0
"ENSMUSG00000103972.1",0,0,0,0,0,0
"ENSMUSG00000103973.1",1,4,1,0,0,1
"ENSMUSG00000103975.1",0,0,0,0,0,0
"ENSMUSG00000103976.1",39,47,34,38,46,8
"ENSMUSG00000103977.5",0,0,0,0,0,0
"ENSMUSG00000103978.1",0,0,0,0,0,0
"ENSMUSG00000103979.1",0,0,0,0,0,0
"ENSMUSG00000103980.1",0,0,0,0,0,0
"ENSMUSG00000103981.1",0,0,0,0,0,0
"ENSMUSG00000103982.1",0,0,0,0,0,0
"ENSMUSG00000103983.1",18,15,9,11,20,6
"ENSMUSG00000103984.1",6,0,0,2,0,2
"ENSMUSG00000103985.1",0,0,0,0,0,0
"ENSMUSG00000103986.1",3,1,2,1,1,0
"ENSMUSG00000103987.1",0,0,0,0,0,0
"ENSMUSG00000103989.1",0,0,0,0,0,0
"ENSMUSG00000103990.1",0,0,0,0,0,0
"ENSMUSG00000103991.1",0,0,0,0,0,0
"ENSMUSG00000103992.1",0,0,0,0,0,0
"ENSMUSG00000103993.1",1,0,0,0,0,0
"ENSMUSG00000103994.1",0,0,0,0,0,0
"ENSMUSG00000103995.1",1,0,0,0,0,0
"ENSMUSG00000103996.1",15,10,8,5,13,3
"ENSMUSG00000103997.1",0,0,0,0,1,0
"ENSMUSG00000103998.1",0,0,0,0,0,0
"ENSMUSG00000103999.1",0,4,0,2,0,0
"ENSMUSG00000104000.1",0,0,0,0,0,0
"ENSMUSG00000104001.1",0,0,0,0,0,0
"ENSMUSG00000104002.2",9,6,4,1,4,1
"ENSMUSG00000104004.1",0,0,0,0,0,0
"ENSMUSG00000104006.1",0,0,0,0,0,0
"ENSMUSG00000104007.1",0,0,0,0,0,0
"ENSMUSG00000104009.1",0,0,0,0,0,0
"ENSMUSG00000104010.1",0,0,1,0,0,0
"ENSMUSG00000104011.1",0,2,2,5,5,0
"ENSMUSG00000104012.1",0,0,0,0,0,0
"ENSMUSG00000104013.1",0,0,0,0,0,0
"ENSMUSG00000104014.1",0,0,0,0,0,0
"ENSMUSG00000104015.1",0,0,0,0,0,0
"ENSMUSG00000104016.1",0,0,0,0,0,0
"ENSMUSG00000104017.1",0,0,0,0,0,0
"ENSMUSG00000104018.1",2,0,1,0,1,0
"ENSMUSG00000104020.1",0,0,0,3,4,1
"ENSMUSG00000104021.1",0,0,0,0,0,0
"ENSMUSG00000104022.1",0,0,2,0,0,0
"ENSMUSG00000104023.1",0,0,0,0,1,0
"ENSMUSG00000104024.1",0,0,0,0,0,0
"ENSMUSG00000104025.1",0,0,0,0,0,0
"ENSMUSG00000104026.1",4,1,0,4,1,0
"ENSMUSG00000104027.1",0,0,0,0,0,0
"ENSMUSG00000104028.1",0,0,0,0,0,0
"ENSMUSG00000104029.1",0,0,0,0,0,0
"ENSMUSG00000104030.1",0,4,1,5,3,1
"ENSMUSG00000104031.1",0,0,0,0,0,0
"ENSMUSG00000104032.1",0,0,0,0,0,0
"ENSMUSG00000104033.1",0,0,0,0,0,0
"ENSMUSG00000104034.1",0,0,0,0,0,0
"ENSMUSG00000104035.1",0,0,0,0,0,0
"ENSMUSG00000104036.1",0,0,0,0,0,0
"ENSMUSG00000104037.1",2,2,0,1,0,0
"ENSMUSG00000104038.1",0,0,0,0,0,0
"ENSMUSG00000104039.1",7,1,3,0,4,0
"ENSMUSG00000104040.1",0,1,0,3,3,1
"ENSMUSG00000104041.1",0,0,0,0,0,0
"ENSMUSG00000104042.1",10,0,1,1,0,0
"ENSMUSG00000104043.1",1,0,0,1,1,0
"ENSMUSG00000104044.1",7,4,5,6,12,2
"ENSMUSG00000104045.1",0,0,0,0,0,0
"ENSMUSG00000104046.1",0,0,0,0,0,0
"ENSMUSG00000104048.1",0,0,0,0,0,0
"ENSMUSG00000104050.1",0,0,0,0,0,0
"ENSMUSG00000104051.1",0,0,0,0,0,0
"ENSMUSG00000104052.1",1,0,0,0,2,0
"ENSMUSG00000104053.1",0,0,0,0,0,0
"ENSMUSG00000104054.1",0,0,0,0,0,0
"ENSMUSG00000104055.1",0,0,0,0,0,0
"ENSMUSG00000104057.1",0,0,0,0,0,0
"ENSMUSG00000104059.1",0,0,0,0,0,0
"ENSMUSG00000104060.1",0,0,1,0,0,1
"ENSMUSG00000104061.1",4,5,4,7,8,2
"ENSMUSG00000104062.5",0,0,0,0,0,0
"ENSMUSG00000104063.1",77,105,48,46,46,18
"ENSMUSG00000104064.1",0,0,0,0,0,0
"ENSMUSG00000104065.1",0,0,0,0,0,0
"ENSMUSG00000104066.1",1,2,0,0,1,1
"ENSMUSG00000104067.1",0,0,0,0,0,0
"ENSMUSG00000104068.1",15,8,7,3,12,3
"ENSMUSG00000104069.1",0,0,0,0,0,0
"ENSMUSG00000104070.1",0,0,0,0,0,0
"ENSMUSG00000104071.1",0,0,0,0,0,0
"ENSMUSG00000104072.1",0,0,0,0,0,0
"ENSMUSG00000104073.1",0,0,0,0,0,0
"ENSMUSG00000104074.1",1,0,0,1,0,0
"ENSMUSG00000104075.1",0,0,0,0,0,0
"ENSMUSG00000104076.1",0,0,0,0,0,0
"ENSMUSG00000104077.1",0,0,0,0,0,0
"ENSMUSG00000104078.1",7,7,6,4,5,0
"ENSMUSG00000104079.1",0,0,0,0,0,0
"ENSMUSG00000104080.1",0,3,0,0,0,0
"ENSMUSG00000104081.1",0,0,0,1,0,0
"ENSMUSG00000104082.1",0,0,0,0,0,0
"ENSMUSG00000104083.1",0,0,0,1,1,0
"ENSMUSG00000104084.1",0,0,1,0,0,0
"ENSMUSG00000104085.1",0,0,0,0,0,0
"ENSMUSG00000104086.1",0,0,0,0,0,0
"ENSMUSG00000104087.1",0,0,0,0,0,0
