"","WT_1411","WT_1601","WT_1710","KO_1411","KO_1601","KO_1710"
"ENSMUSG00000114339.1",0,0,0,0,0,0
"ENSMUSG00000114340.1",0,0,1,0,0,0
"ENSMUSG00000114341.1",0,0,0,0,0,0
"ENSMUSG00000114342.1",0,0,0,0,0,0
"ENSMUSG00000114343.1",0,0,0,0,0,0
"ENSMUSG00000114344.1",0,0,0,0,0,0
"ENSMUSG00000114345.1",0,0,0,0,0,0
"ENSMUSG00000114346.1",0,0,0,0,0,0
"ENSMUSG00000114347.1",0,0,0,0,0,0
"ENSMUSG00000114348.1",4,4,5,5,4,5
"ENSMUSG00000114349.1",0,0,0,2,0,1
"ENSMUSG00000114350.1",0,0,0,0,0,0
"ENSMUSG00000114352.1",0,0,0,0,0,0
"ENSMUSG00000114353.1",0,0,0,0,0,0
"ENSMUSG00000114354.1",0,0,0,1,0,2
"ENSMUSG00000114355.1",1,0,0,0,0,2
"ENSMUSG00000114356.1",0,0,0,0,0,0
"ENSMUSG00000114357.1",0,0,0,0,0,0
"ENSMUSG00000114358.1",0,0,0,0,0,0
"ENSMUSG00000114359.1",0,0,0,1,0,2
"ENSMUSG00000114360.1",0,0,0,0,0,0
"ENSMUSG00000114361.1",0,0,0,0,0,0
"ENSMUSG00000114362.1",1,0,0,1,1,0
"ENSMUSG00000114363.1",0,0,0,0,0,0
"ENSMUSG00000114364.1",0,0,0,0,0,0
"ENSMUSG00000114365.1",0,0,0,0,0,0
"ENSMUSG00000114366.1",0,1,0,0,1,4
"ENSMUSG00000114367.1",0,0,0,0,0,0
"ENSMUSG00000114368.1",0,0,0,0,0,0
"ENSMUSG00000114369.1",74,95,80,141,78,177
"ENSMUSG00000114370.1",1,0,0,0,0,0
"ENSMUSG00000114371.1",0,0,0,0,0,0
"ENSMUSG00000114372.1",0,0,0,0,0,0
"ENSMUSG00000114373.1",0,0,0,0,0,0
"ENSMUSG00000114374.1",1,0,1,0,0,0
"ENSMUSG00000114375.1",10,9,9,6,5,9
"ENSMUSG00000114376.1",0,0,0,0,0,0
"ENSMUSG00000114377.1",0,0,0,0,0,0
"ENSMUSG00000114378.1",1,0,0,1,0,3
"ENSMUSG00000114379.1",0,0,0,0,0,0
"ENSMUSG00000114380.1",0,1,1,0,0,2
"ENSMUSG00000114381.1",0,0,0,0,0,0
"ENSMUSG00000114382.1",5,4,4,2,3,4
"ENSMUSG00000114383.1",0,0,0,0,0,0
"ENSMUSG00000114384.1",0,0,0,0,0,0
"ENSMUSG00000114385.1",0,0,0,0,0,0
"ENSMUSG00000114386.1",0,0,0,0,0,0
"ENSMUSG00000114387.1",0,0,0,0,0,0
"ENSMUSG00000114388.1",0,0,0,0,0,0
"ENSMUSG00000114389.1",0,0,0,0,0,0
"ENSMUSG00000114390.1",27,30,26,7,3,10
"ENSMUSG00000114391.1",0,0,0,0,0,0
"ENSMUSG00000114392.1",0,0,0,0,0,0
"ENSMUSG00000114393.1",0,0,0,0,0,0
"ENSMUSG00000114394.1",0,0,0,0,0,0
"ENSMUSG00000114395.1",1,1,0,0,1,0
"ENSMUSG00000114396.1",0,0,1,0,0,0
"ENSMUSG00000114397.1",0,0,2,0,0,0
"ENSMUSG00000114398.1",0,0,0,0,0,1
"ENSMUSG00000114399.1",0,0,0,0,0,0
"ENSMUSG00000114400.1",1,3,2,5,1,6
"ENSMUSG00000114401.1",0,0,0,0,0,0
"ENSMUSG00000114402.1",0,0,0,0,0,0
"ENSMUSG00000114403.1",0,0,0,0,0,0
"ENSMUSG00000114404.1",0,0,0,0,0,0
"ENSMUSG00000114405.1",0,0,0,0,0,0
"ENSMUSG00000114406.1",0,0,0,0,0,0
"ENSMUSG00000114407.1",0,0,0,0,0,0
"ENSMUSG00000114408.1",0,0,0,0,0,0
"ENSMUSG00000114409.1",26,45,39,71,32,72
"ENSMUSG00000114410.1",0,0,0,0,0,0
"ENSMUSG00000114411.1",0,0,0,0,0,0
"ENSMUSG00000114412.1",0,0,0,0,0,0
"ENSMUSG00000114413.1",0,0,0,0,0,0
"ENSMUSG00000114414.1",0,0,0,0,0,0
"ENSMUSG00000114415.1",0,0,0,0,0,0
"ENSMUSG00000114416.1",0,0,0,0,0,0
"ENSMUSG00000114417.1",0,0,0,0,1,0
"ENSMUSG00000114418.1",11,15,15,12,7,13
"ENSMUSG00000114419.1",25,15,18,13,16,24
"ENSMUSG00000114420.1",0,0,0,0,0,0
"ENSMUSG00000114421.1",0,0,0,0,0,0
"ENSMUSG00000114422.1",0,0,0,0,0,0
"ENSMUSG00000114423.1",0,0,0,0,0,0
"ENSMUSG00000114424.1",3,5,4,4,2,5
"ENSMUSG00000114425.1",0,0,0,0,0,0
"ENSMUSG00000114426.1",0,0,0,0,0,0
"ENSMUSG00000114427.1",0,0,0,0,0,0
"ENSMUSG00000114428.1",0,0,0,0,0,0
"ENSMUSG00000114429.1",0,0,0,0,0,0
"ENSMUSG00000114430.1",0,0,0,0,0,0
"ENSMUSG00000114431.1",2,0,0,1,1,0
"ENSMUSG00000114432.1",0,0,0,0,0,0
"ENSMUSG00000114433.1",0,0,0,0,0,0
"ENSMUSG00000114434.1",0,0,0,0,0,0
"ENSMUSG00000114435.1",0,0,0,0,0,0
"ENSMUSG00000114436.1",0,0,0,0,0,0
"ENSMUSG00000114437.1",0,0,0,0,0,0
"ENSMUSG00000114438.1",0,0,0,0,0,0
"ENSMUSG00000114439.1",0,0,0,1,0,0
"ENSMUSG00000114440.1",1,1,0,0,0,0
"ENSMUSG00000114441.1",0,0,0,0,0,0
"ENSMUSG00000114442.1",0,0,0,0,0,0
"ENSMUSG00000114443.1",0,0,0,1,1,0
"ENSMUSG00000114444.1",0,0,0,0,0,0
"ENSMUSG00000114445.1",0,0,0,0,0,0
"ENSMUSG00000114446.1",0,2,0,0,0,0
"ENSMUSG00000114447.1",1,3,5,4,3,2
"ENSMUSG00000114448.1",0,0,0,1,0,0
"ENSMUSG00000114449.1",0,0,0,0,0,0
"ENSMUSG00000114450.1",0,0,0,0,0,0
"ENSMUSG00000114451.1",0,0,0,0,0,0
"ENSMUSG00000114452.1",0,0,0,0,0,0
"ENSMUSG00000114453.1",0,0,1,0,1,3
"ENSMUSG00000114454.1",0,0,0,0,0,0
"ENSMUSG00000114455.1",0,0,0,0,0,0
"ENSMUSG00000114456.1",213,273,293,239,131,232
"ENSMUSG00000114457.1",0,0,0,0,0,0
"ENSMUSG00000114458.1",0,0,0,0,0,0
"ENSMUSG00000114459.1",0,0,0,0,0,0
"ENSMUSG00000114460.1",0,0,0,0,0,0
"ENSMUSG00000114461.1",0,0,0,0,0,0
"ENSMUSG00000114462.1",0,0,2,0,0,0
"ENSMUSG00000114463.1",0,0,0,0,0,0
"ENSMUSG00000114464.1",0,0,0,0,0,0
"ENSMUSG00000114465.1",2,0,1,0,0,1
"ENSMUSG00000114466.1",0,0,0,0,0,0
"ENSMUSG00000114467.1",19,20,9,11,6,25
"ENSMUSG00000114468.1",2,1,1,1,0,3
"ENSMUSG00000114469.2",0,0,0,0,0,0
"ENSMUSG00000114470.1",0,0,1,1,0,1
"ENSMUSG00000114471.1",0,0,0,0,0,0
"ENSMUSG00000114472.1",0,1,0,0,0,0
"ENSMUSG00000114473.1",0,0,0,0,0,0
"ENSMUSG00000114474.1",0,0,0,0,0,0
"ENSMUSG00000114475.1",0,0,0,0,0,0
"ENSMUSG00000114476.1",0,1,0,0,0,0
"ENSMUSG00000114477.1",5,3,3,3,3,5
"ENSMUSG00000114478.1",0,0,0,0,0,0
"ENSMUSG00000114479.1",0,0,1,0,0,0
"ENSMUSG00000114480.1",1,0,0,0,0,0
"ENSMUSG00000114481.1",0,0,0,0,0,0
"ENSMUSG00000114482.1",0,0,0,0,0,0
"ENSMUSG00000114483.1",0,0,0,0,1,1
"ENSMUSG00000114484.1",1,3,1,1,1,1
"ENSMUSG00000114485.1",0,0,0,0,0,0
"ENSMUSG00000114486.1",0,0,0,0,0,0
"ENSMUSG00000114487.1",0,0,0,0,0,0
"ENSMUSG00000114488.1",0,0,0,0,0,0
"ENSMUSG00000114489.2",0,0,0,0,0,0
"ENSMUSG00000114490.1",0,0,0,0,0,0
"ENSMUSG00000114491.1",0,0,0,2,0,0
"ENSMUSG00000114492.1",0,0,0,0,0,0
"ENSMUSG00000114493.2",0,0,0,0,0,0
"ENSMUSG00000114494.1",0,0,0,0,0,0
"ENSMUSG00000114495.1",0,0,0,0,0,0
"ENSMUSG00000114496.1",1,3,2,1,0,1
"ENSMUSG00000114497.1",0,0,0,0,0,0
"ENSMUSG00000114498.1",2,1,0,1,0,3
"ENSMUSG00000114499.1",0,0,0,0,0,0
"ENSMUSG00000114500.1",1,1,0,3,2,5
"ENSMUSG00000114501.1",360,323,386,271,214,341
"ENSMUSG00000114502.1",0,0,0,0,0,0
"ENSMUSG00000114503.1",0,0,0,0,0,0
"ENSMUSG00000114504.1",24,23,14,66,48,114
"ENSMUSG00000114505.1",0,0,0,0,0,0
"ENSMUSG00000114506.1",0,0,0,0,0,1
"ENSMUSG00000114507.1",2,0,0,2,1,3
"ENSMUSG00000114508.1",0,0,0,0,0,0
"ENSMUSG00000114509.1",0,0,0,0,0,0
"ENSMUSG00000114510.1",0,0,0,0,0,0
"ENSMUSG00000114511.1",0,0,0,0,0,0
"ENSMUSG00000114512.1",0,0,0,0,0,0
"ENSMUSG00000114513.1",0,0,0,0,0,0
"ENSMUSG00000114514.1",0,0,0,0,0,3
"ENSMUSG00000114515.2",8,4,6,0,3,3
"ENSMUSG00000114516.1",3,0,1,0,0,3
"ENSMUSG00000114517.1",0,0,0,0,0,0
"ENSMUSG00000114518.1",0,0,0,0,0,0
"ENSMUSG00000114519.1",0,0,0,0,0,0
"ENSMUSG00000114520.1",1,0,0,0,0,0
"ENSMUSG00000114521.1",0,0,0,0,0,0
"ENSMUSG00000114522.1",0,0,0,0,0,0
"ENSMUSG00000114523.1",0,0,0,0,0,0
"ENSMUSG00000114524.1",31,41,48,38,21,32
"ENSMUSG00000114525.1",0,0,0,0,0,0
"ENSMUSG00000114526.1",0,0,0,2,1,0
"ENSMUSG00000114527.2",0,0,0,0,0,0
"ENSMUSG00000114528.1",0,0,0,0,0,0
"ENSMUSG00000114529.1",2,2,1,4,3,6
"ENSMUSG00000114530.1",0,0,0,0,0,0
"ENSMUSG00000114531.1",0,0,0,0,1,0
"ENSMUSG00000114532.1",0,0,0,0,0,0
"ENSMUSG00000114533.1",0,0,0,0,0,0
"ENSMUSG00000114534.1",216,238,170,158,99,252
"ENSMUSG00000114535.1",48,56,68,74,47,71
"ENSMUSG00000114536.1",2,0,3,1,1,0
"ENSMUSG00000114537.1",127,139,139,115,73,141
"ENSMUSG00000114538.1",0,0,0,0,0,0
"ENSMUSG00000114539.1",11,5,12,5,9,8
"ENSMUSG00000114540.1",4,4,6,6,4,5
"ENSMUSG00000114541.1",0,0,1,0,0,0
"ENSMUSG00000114542.1",0,0,0,0,0,0
"ENSMUSG00000114543.1",0,0,0,0,0,0
"ENSMUSG00000114544.1",0,0,0,0,0,0
"ENSMUSG00000114545.1",0,0,0,0,0,0
"ENSMUSG00000114546.1",0,0,0,0,0,0
"ENSMUSG00000114547.1",1,0,0,0,0,0
"ENSMUSG00000114548.1",1,0,0,0,0,0
"ENSMUSG00000114549.1",0,0,0,0,0,0
"ENSMUSG00000114550.1",0,0,0,0,0,0
"ENSMUSG00000114551.1",1,0,2,1,1,0
"ENSMUSG00000114552.1",0,0,0,0,0,0
"ENSMUSG00000114553.1",0,0,0,1,3,0
"ENSMUSG00000114554.1",0,0,0,0,0,0
"ENSMUSG00000114555.1",113,115,138,138,96,151
"ENSMUSG00000114556.1",0,0,0,0,0,0
"ENSMUSG00000114557.1",1,0,0,0,0,0
"ENSMUSG00000114558.1",4,3,4,1,1,2
"ENSMUSG00000114559.1",0,0,0,0,0,0
"ENSMUSG00000114560.1",0,0,0,0,0,0
"ENSMUSG00000114561.1",0,0,0,0,0,0
"ENSMUSG00000114562.1",0,0,0,0,0,0
"ENSMUSG00000114563.1",0,0,0,0,0,0
"ENSMUSG00000114564.1",0,0,0,0,0,0
"ENSMUSG00000114565.1",0,0,0,0,0,0
"ENSMUSG00000114566.1",0,0,0,0,0,0
"ENSMUSG00000114567.1",0,0,0,0,0,0
"ENSMUSG00000114568.1",0,0,0,0,0,0
"ENSMUSG00000114569.1",0,0,0,0,0,0
"ENSMUSG00000114570.1",0,0,0,0,0,0
"ENSMUSG00000114571.1",0,0,0,0,0,0
"ENSMUSG00000114572.1",0,0,0,0,0,0
"ENSMUSG00000114573.1",0,0,0,0,0,0
"ENSMUSG00000114574.1",0,0,0,0,0,0
"ENSMUSG00000114575.1",4,6,6,6,3,5
"ENSMUSG00000114576.1",0,1,0,0,0,0
"ENSMUSG00000114577.1",0,0,0,0,0,0
"ENSMUSG00000114578.1",0,0,0,0,0,0
"ENSMUSG00000114579.1",2,1,1,1,0,1
"ENSMUSG00000114580.1",0,0,0,0,0,0
"ENSMUSG00000114581.1",1,2,3,0,2,3
"ENSMUSG00000114582.1",0,0,0,0,0,0
"ENSMUSG00000114583.1",0,0,0,0,0,0
"ENSMUSG00000114584.1",132,170,138,162,85,205
"ENSMUSG00000114585.1",9,9,7,14,10,20
"ENSMUSG00000114586.1",3,1,1,1,1,4
"ENSMUSG00000114587.1",0,0,0,0,0,0
"ENSMUSG00000114588.1",0,0,0,0,0,0
"ENSMUSG00000114589.1",0,0,0,0,0,0
"ENSMUSG00000114590.1",0,0,0,0,0,0
"ENSMUSG00000114591.1",0,0,0,0,0,0
"ENSMUSG00000114592.1",0,2,2,0,1,0
"ENSMUSG00000114593.1",0,1,0,0,0,0
"ENSMUSG00000114594.1",0,0,0,0,0,0
"ENSMUSG00000114595.1",0,0,0,0,1,0
"ENSMUSG00000114596.1",0,3,0,0,0,0
"ENSMUSG00000114597.1",0,0,0,0,0,0
"ENSMUSG00000114598.1",97,75,71,70,66,126
"ENSMUSG00000114599.1",0,0,0,0,0,0
"ENSMUSG00000114600.1",0,0,0,0,0,0
"ENSMUSG00000114601.1",0,0,0,0,0,0
"ENSMUSG00000114602.1",35,45,26,32,14,51
"ENSMUSG00000114603.1",1,1,1,0,0,0
"ENSMUSG00000114604.1",0,0,0,0,1,0
"ENSMUSG00000114605.1",134,134,111,107,76,168
"ENSMUSG00000114606.1",0,0,0,0,1,0
"ENSMUSG00000114607.1",1,0,0,0,0,0
"ENSMUSG00000114608.1",1,0,0,1,1,0
"ENSMUSG00000114609.1",0,1,0,0,0,0
"ENSMUSG00000114610.1",1,3,4,3,1,2
"ENSMUSG00000114611.1",0,0,0,0,0,0
"ENSMUSG00000114612.1",0,0,0,0,0,0
"ENSMUSG00000114613.1",0,0,0,0,0,0
"ENSMUSG00000114614.1",0,0,0,0,0,0
"ENSMUSG00000114615.1",0,0,0,0,0,0
"ENSMUSG00000114616.1",0,0,0,0,0,0
"ENSMUSG00000114617.1",175,216,170,184,102,249
"ENSMUSG00000114618.1",0,0,0,0,0,0
"ENSMUSG00000114619.1",0,0,0,0,0,0
"ENSMUSG00000114620.2",0,0,0,0,0,0
"ENSMUSG00000114621.1",2,2,0,2,0,1
"ENSMUSG00000114622.1",60,62,56,59,41,84
"ENSMUSG00000114623.1",0,1,1,0,0,2
"ENSMUSG00000114624.1",0,0,0,0,0,0
"ENSMUSG00000114625.1",0,0,0,0,0,0
"ENSMUSG00000114626.1",0,0,0,0,0,0
"ENSMUSG00000114627.1",1,1,1,2,0,1
"ENSMUSG00000114628.1",0,0,0,0,0,0
"ENSMUSG00000114629.1",0,0,0,0,0,0
"ENSMUSG00000114630.1",0,0,0,0,0,0
"ENSMUSG00000114631.1",0,0,0,1,1,1
"ENSMUSG00000114632.1",0,0,0,0,0,0
"ENSMUSG00000114633.1",0,0,0,0,0,0
"ENSMUSG00000114634.1",0,0,0,0,0,0
"ENSMUSG00000114635.1",0,0,0,0,0,0
"ENSMUSG00000114636.1",0,0,0,0,0,0
"ENSMUSG00000114637.1",0,0,0,0,0,0
"ENSMUSG00000114638.1",1,4,2,1,0,2
"ENSMUSG00000114639.1",0,0,0,0,0,0
"ENSMUSG00000114640.1",0,0,0,0,0,0
"ENSMUSG00000114641.1",0,0,0,0,0,0
"ENSMUSG00000114642.1",2,0,0,0,0,3
"ENSMUSG00000114643.1",0,0,0,0,0,0
"ENSMUSG00000114644.1",0,0,0,0,0,0
"ENSMUSG00000114645.1",0,0,0,0,0,0
"ENSMUSG00000114646.1",0,0,0,0,0,0
"ENSMUSG00000114647.1",0,0,0,0,0,0
"ENSMUSG00000114648.1",0,0,0,1,0,0
"ENSMUSG00000114649.1",0,0,0,1,0,1
"ENSMUSG00000114650.1",0,0,0,0,0,0
"ENSMUSG00000114651.1",0,0,0,0,0,0
"ENSMUSG00000114652.1",6,14,10,16,3,14
"ENSMUSG00000114653.1",0,0,0,0,0,0
"ENSMUSG00000114654.1",0,0,0,0,0,0
"ENSMUSG00000114655.1",0,0,0,0,0,0
"ENSMUSG00000114656.1",13,11,8,11,9,21
"ENSMUSG00000114657.1",0,0,0,0,0,0
"ENSMUSG00000114658.1",0,0,0,0,0,0
"ENSMUSG00000114659.1",0,0,0,0,0,0
"ENSMUSG00000114660.1",0,0,0,0,0,0
"ENSMUSG00000114661.1",0,0,0,0,0,0
"ENSMUSG00000114662.1",0,0,0,0,0,0
"ENSMUSG00000114663.1",0,0,0,0,0,0
"ENSMUSG00000114664.1",7,8,5,4,1,7
"ENSMUSG00000114665.1",0,0,1,2,1,0
"ENSMUSG00000114666.1",0,0,0,0,0,0
"ENSMUSG00000114667.1",0,0,0,0,0,0
"ENSMUSG00000114668.1",0,0,0,0,0,0
"ENSMUSG00000114669.1",0,0,0,0,0,0
"ENSMUSG00000114670.1",0,0,1,0,0,0
"ENSMUSG00000114671.1",0,0,0,0,0,0
"ENSMUSG00000114672.1",0,0,0,0,0,0
"ENSMUSG00000114673.1",0,0,0,0,0,0
"ENSMUSG00000114674.1",0,0,0,0,0,0
"ENSMUSG00000114675.1",0,0,0,0,0,0
"ENSMUSG00000114676.1",0,0,0,0,0,0
"ENSMUSG00000114677.1",0,0,0,0,0,0
"ENSMUSG00000114678.1",0,0,0,0,0,0
"ENSMUSG00000114679.1",0,0,0,0,0,0
"ENSMUSG00000114680.1",0,0,0,0,0,0
"ENSMUSG00000114681.1",2,4,3,2,0,2
"ENSMUSG00000114682.1",0,0,0,0,0,0
"ENSMUSG00000114683.1",0,0,0,1,0,0
"ENSMUSG00000114684.2",0,0,0,0,0,0
"ENSMUSG00000114685.1",0,0,0,0,0,0
"ENSMUSG00000114686.1",0,0,0,0,0,0
"ENSMUSG00000114687.1",8,6,1,0,2,6
"ENSMUSG00000114688.1",0,0,0,0,0,0
"ENSMUSG00000114689.1",1,1,4,1,4,1
"ENSMUSG00000114690.1",0,0,0,0,0,0
"ENSMUSG00000114691.1",14,15,11,12,7,19
"ENSMUSG00000114692.1",0,0,0,0,0,0
"ENSMUSG00000114693.1",0,0,0,0,0,0
"ENSMUSG00000114694.1",0,0,0,0,0,0
"ENSMUSG00000114695.1",0,0,0,0,0,0
"ENSMUSG00000114696.1",2,1,3,5,4,4
"ENSMUSG00000114697.1",0,0,0,0,0,0
"ENSMUSG00000114698.1",3,4,1,2,0,1
"ENSMUSG00000114699.1",0,0,0,0,0,0
"ENSMUSG00000114700.1",0,0,0,0,0,0
"ENSMUSG00000114701.1",0,0,1,0,0,0
"ENSMUSG00000114702.2",0,0,0,0,0,0
"ENSMUSG00000114703.1",0,0,0,0,0,0
"ENSMUSG00000114704.1",0,0,0,0,0,0
"ENSMUSG00000114705.1",0,0,0,0,0,0
"ENSMUSG00000114706.1",0,0,0,0,0,0
"ENSMUSG00000114707.1",69,50,60,53,52,82
"ENSMUSG00000114708.1",0,0,0,0,0,0
"ENSMUSG00000114709.1",45,38,59,49,42,49
"ENSMUSG00000114710.1",0,0,0,0,0,0
"ENSMUSG00000114711.1",0,0,0,0,0,0
"ENSMUSG00000114712.1",0,0,0,0,0,0
"ENSMUSG00000114713.1",0,0,0,2,0,0
"ENSMUSG00000114714.1",0,0,0,0,0,0
"ENSMUSG00000114715.1",2,2,0,2,0,0
"ENSMUSG00000114717.1",0,0,0,0,0,0
"ENSMUSG00000114718.1",1,1,0,5,0,0
"ENSMUSG00000114719.1",0,0,0,0,0,0
"ENSMUSG00000114720.1",0,0,0,0,0,0
"ENSMUSG00000114721.1",0,0,0,0,0,0
"ENSMUSG00000114722.1",0,0,0,0,0,0
"ENSMUSG00000114723.1",5,7,1,5,2,10
"ENSMUSG00000114724.1",1,0,0,3,0,0
"ENSMUSG00000114725.1",0,0,0,0,0,0
"ENSMUSG00000114726.1",0,0,0,0,0,0
"ENSMUSG00000114727.1",0,0,0,0,0,0
"ENSMUSG00000114728.1",0,0,2,0,0,0
"ENSMUSG00000114729.1",0,0,0,0,0,0
"ENSMUSG00000114730.1",0,0,0,0,0,0
"ENSMUSG00000114731.1",0,0,0,0,0,0
"ENSMUSG00000114732.1",0,0,0,0,0,0
"ENSMUSG00000114733.1",1,0,0,1,0,0
"ENSMUSG00000114734.1",0,0,0,0,0,0
"ENSMUSG00000114735.1",0,0,0,0,0,0
"ENSMUSG00000114736.1",0,0,0,0,0,0
"ENSMUSG00000114737.1",3,1,0,0,0,0
"ENSMUSG00000114738.1",0,0,0,0,1,1
"ENSMUSG00000114739.1",1,0,0,2,0,0
"ENSMUSG00000114740.1",0,0,0,0,0,0
"ENSMUSG00000114741.1",0,0,0,0,0,0
"ENSMUSG00000114742.1",0,0,0,0,0,0
"ENSMUSG00000114743.1",0,0,0,0,0,0
"ENSMUSG00000114744.1",0,0,0,0,0,0
"ENSMUSG00000114745.1",0,0,0,0,0,0
"ENSMUSG00000114746.1",0,0,0,0,0,0
"ENSMUSG00000114747.1",0,0,0,0,0,0
"ENSMUSG00000114748.1",0,0,0,1,0,2
"ENSMUSG00000114749.1",126,165,97,107,50,168
"ENSMUSG00000114750.1",0,0,0,0,0,0
"ENSMUSG00000114751.1",0,0,0,0,0,0
"ENSMUSG00000114752.1",0,0,0,0,0,0
"ENSMUSG00000114753.1",1,1,0,0,0,0
"ENSMUSG00000114754.1",1,0,0,0,0,0
"ENSMUSG00000114755.1",1,3,0,0,0,0
"ENSMUSG00000114756.1",0,0,0,0,0,0
"ENSMUSG00000114757.1",0,0,0,1,0,0
"ENSMUSG00000114758.1",0,0,0,0,0,0
"ENSMUSG00000114759.1",1,0,0,2,0,3
"ENSMUSG00000114760.1",0,0,0,0,0,0
"ENSMUSG00000114761.1",2,8,8,12,3,7
"ENSMUSG00000114762.1",0,0,0,0,0,0
"ENSMUSG00000114763.1",0,0,0,0,0,0
"ENSMUSG00000114764.1",0,0,0,0,0,0
"ENSMUSG00000114765.1",1,0,1,2,0,2
"ENSMUSG00000114766.1",0,0,1,0,0,0
"ENSMUSG00000114767.1",0,0,0,0,0,0
"ENSMUSG00000114768.1",0,0,0,0,0,0
"ENSMUSG00000114769.1",1,0,1,1,0,0
"ENSMUSG00000114770.1",0,0,0,0,0,0
"ENSMUSG00000114771.1",0,4,4,5,2,4
"ENSMUSG00000114772.1",0,0,0,0,1,0
"ENSMUSG00000114773.1",0,0,0,0,0,0
"ENSMUSG00000114774.1",0,0,0,0,0,0
"ENSMUSG00000114775.1",0,0,0,0,0,0
"ENSMUSG00000114776.1",0,0,0,0,0,0
"ENSMUSG00000114777.1",0,0,0,0,0,0
"ENSMUSG00000114778.1",0,0,0,0,0,0
"ENSMUSG00000114779.1",0,0,0,0,0,0
"ENSMUSG00000114780.1",0,0,0,2,0,0
"ENSMUSG00000114781.1",0,0,0,0,0,0
"ENSMUSG00000114782.1",0,0,0,0,0,0
"ENSMUSG00000114783.1",0,0,0,0,0,0
"ENSMUSG00000114784.1",1,4,5,3,0,0
"ENSMUSG00000114785.1",0,0,0,0,0,0
"ENSMUSG00000114786.1",0,0,0,0,0,0
"ENSMUSG00000114787.1",0,0,0,0,0,0
"ENSMUSG00000114788.1",0,0,0,0,0,0
"ENSMUSG00000114789.1",0,0,0,0,0,0
"ENSMUSG00000114790.1",0,0,0,0,0,0
"ENSMUSG00000114791.1",0,0,0,0,0,0
"ENSMUSG00000114792.1",0,0,0,0,0,0
"ENSMUSG00000114793.1",0,0,0,0,0,0
"ENSMUSG00000114794.1",1,4,0,0,1,0
"ENSMUSG00000114795.1",0,0,0,0,0,0
"ENSMUSG00000114796.1",0,0,0,0,0,0
"ENSMUSG00000114797.1",906,1063,800,853,502,1238
"ENSMUSG00000114798.1",0,0,0,0,0,0
"ENSMUSG00000114799.1",0,0,0,0,0,0
"ENSMUSG00000114800.1",29,28,27,29,21,42
"ENSMUSG00000114801.1",0,0,0,0,0,0
"ENSMUSG00000114802.1",0,0,0,0,0,0
"ENSMUSG00000114803.1",0,0,0,0,0,0
"ENSMUSG00000114804.1",0,0,0,0,0,0
"ENSMUSG00000114805.1",0,3,1,3,1,3
"ENSMUSG00000114806.1",0,0,0,0,0,0
"ENSMUSG00000114807.1",0,0,0,0,0,0
"ENSMUSG00000114808.1",0,0,0,0,0,0
"ENSMUSG00000114809.1",3,4,3,3,0,3
"ENSMUSG00000114810.1",0,0,0,0,0,0
"ENSMUSG00000114811.1",0,0,0,0,0,0
"ENSMUSG00000114812.1",39,44,39,32,20,44
"ENSMUSG00000114813.1",0,0,0,0,0,0
"ENSMUSG00000114814.1",0,0,0,0,0,0
"ENSMUSG00000114815.1",0,0,0,0,0,0
"ENSMUSG00000114816.1",0,0,0,0,0,0
"ENSMUSG00000114817.1",0,0,0,0,0,0
"ENSMUSG00000114818.1",0,0,0,0,0,0
"ENSMUSG00000114819.1",0,0,0,0,0,0
"ENSMUSG00000114820.1",0,0,0,0,0,1
"ENSMUSG00000114821.1",0,0,0,0,0,0
"ENSMUSG00000114822.1",0,0,0,0,0,0
"ENSMUSG00000114823.1",0,0,0,0,0,0
"ENSMUSG00000114824.1",0,0,0,0,0,0
"ENSMUSG00000114825.1",0,0,0,0,0,0
"ENSMUSG00000114826.2",0,0,0,0,0,0
"ENSMUSG00000114827.1",0,0,1,0,0,1
"ENSMUSG00000114828.1",1,1,1,0,0,0
"ENSMUSG00000114829.1",0,0,0,0,0,0
"ENSMUSG00000114830.1",0,0,0,0,1,0
"ENSMUSG00000114831.1",0,0,0,0,0,0
"ENSMUSG00000114832.2",0,1,0,0,0,0
"ENSMUSG00000114833.1",0,0,0,0,0,0
"ENSMUSG00000114834.1",0,0,0,1,0,0
"ENSMUSG00000114835.1",51,72,47,73,34,101
"ENSMUSG00000114836.1",0,0,0,0,0,0
"ENSMUSG00000114837.1",0,0,0,0,0,0
"ENSMUSG00000114838.1",0,0,0,0,0,0
"ENSMUSG00000114839.1",0,0,0,0,0,0
"ENSMUSG00000114840.1",0,0,0,0,0,0
"ENSMUSG00000114841.1",0,0,0,0,0,0
"ENSMUSG00000114842.1",18,12,14,5,8,12
"ENSMUSG00000114843.1",0,0,0,0,0,0
"ENSMUSG00000114844.1",0,0,1,0,0,1
"ENSMUSG00000114845.1",0,0,0,0,0,0
"ENSMUSG00000114846.1",1,2,1,0,0,1
"ENSMUSG00000114847.1",0,0,0,0,0,0
"ENSMUSG00000114848.1",0,0,0,0,0,0
"ENSMUSG00000114849.1",0,0,0,0,0,0
"ENSMUSG00000114850.1",0,0,0,0,0,0
"ENSMUSG00000114851.1",5,3,8,3,3,0
"ENSMUSG00000114852.1",0,0,0,0,0,0
"ENSMUSG00000114853.1",2,0,0,2,0,0
"ENSMUSG00000114854.1",0,0,0,0,0,0
"ENSMUSG00000114855.1",0,0,0,0,0,0
"ENSMUSG00000114856.1",0,0,0,0,0,0
"ENSMUSG00000114857.1",0,0,0,0,0,0
