"","ID_REF","T.DP.Th_1","T.DP.Th_2","mean","stdiv"
"577","miR-3064-3p",0.283699016,0.1029708,0.193334908,0.127794147085347
"84","miR-487b-3p",0.101725117,0.279911769,0.190818443,0.125996989946127
"731","miR-3089-5p",0.276448271,0.1029708,0.1897095355,0.122667096127193
"436","miR-411-3p",0.100702167,0.278024195,0.189363181,0.125385608452551
"879","miR-211-3p",0.269071068,0.102518428,0.185794748,0.117770501168522
"667","miR-504-3p",0.267397111,0.1029708,0.1851839555,0.116266959513588
"507","miR-374c-3p",0.266214894,0.1029708,0.184592847,0.115431005856054
"68","miR-224-5p",0.261050213,0.107932194,0.1844912035,0.108270789556751
"512","miR-511-3p",0.179594979,0.188399735,0.183997357,0.00622590267429296
"737","miR-194-2-3p",0.10126004,0.266227093,0.1837435665,0.116649321848661
"919","miR-3070-5p",0.264798497,0.102518428,0.1836584625,0.114749337241321
"663","miR-144-5p",0.263814272,0.1029708,0.183392536,0.113733509760789
"588","miR-215-3p",0.26144617,0.1029708,0.182208485,0.112059008778047
"729","miR-3104-5p",0.259815077,0.1029708,0.1813929385,0.110905651857001
"818","miR-1907",0.252252057,0.109425465,0.180838761,0.100993651736964
"457","miR-666-5p",0.258387269,0.1029708,0.1806790345,0.109896039137969
"649","miR-301b-5p",0.256150707,0.1029708,0.1795607535,0.108314550981225
"493","miR-700-5p",0.254951806,0.1029708,0.178961303,0.107466799954153
"877","miR-3086-5p",0.251707852,0.102518428,0.17711314,0.105492853391715
"236","miR-200c-5p",0.246259986,0.107932194,0.17709609,0.0978125197497623
"88","miR-200a-3p",0.187916369,0.166044372,0.1769803705,0.0154658373967918
"688","miR-1963",0.249537981,0.1029708,0.1762543905,0.103638647584496
"626","miR-3060-3p",0.247579798,0.1029708,0.175275299,0.102254003106392
"458","miR-669e-5p",0.244070079,0.1029708,0.1735204395,0.0997722570014326
"557","miR-3087-5p",0.100702167,0.245489382,0.1730957745,0.102380021555615
"868","miR-3090-5p",0.241492285,0.102518428,0.1720053565,0.0982693566923495
"513","miR-3099-5p",0.100702167,0.242762559,0.171732363,0.100451866521219
"71","miR-302b-3p",0.234168895,0.107932194,0.1710505445,0.0892628273117186
"529","miR-448-5p",0.100702167,0.24097313,0.1708376485,0.0991865491408673
"712","miR-668-5p",0.237058515,0.1029708,0.1700146575,0.0948143325503091
"903","miR-96-3p",0.232825384,0.102518428,0.167671906,0.0921409322233771
"778","miR-27b-5p",0.231314762,0.102518428,0.166916595,0.0910727611633675
"755","miR-377-5p",0.230554838,0.102518428,0.166536633,0.0905354137497811
"111","miR-218-5p",0.225119288,0.107932194,0.166525741,0.0828637888349454
"472","miR-695",0.139949072,0.190658166,0.165303619,0.0358567442352261
"578","miR-3105-3p",0.227419778,0.1029708,0.165195289,0.0879987162555355
"607","miR-466l-3p",0.227071937,0.1029708,0.1650213685,0.0877527555256608
"766","miR-871-5p",0.10126004,0.226518468,0.163889254,0.0885710838395669
"10","miR-676-3p",0.219307183,0.107932194,0.1636196885,0.0787540099764771
"704","miR-448-3p",0.220754716,0.1029708,0.161862758,0.0832858057183067
"254","miR-543-3p",0.211666443,0.107932194,0.1597993185,0.0733511909091938
"424","miR-33-3p",0.216506173,0.1029708,0.1597384865,0.080281632152844
"554","miR-713",0.214885517,0.1029708,0.1589281585,0.0791356553052734
"351","miR-148a-5p",0.207316718,0.107932194,0.157624456,0.0702754708653972
"772","miR-493-5p",0.147969408,0.166213617,0.1570915125,0.0129006039012846
"838","miR-543-5p",0.210097048,0.102518428,0.156307738,0.0760695717126908
"780","miR-673-3p",0.209439213,0.102518428,0.1559788205,0.0756044121232889
"723","miR-544-3p",0.208909493,0.1029708,0.1559401465,0.0749099682103398
"560","miR-1936",0.207763903,0.1029708,0.1553673515,0.0740999137528803
"732","miR-3058-5p",0.204189625,0.1029708,0.1535802125,0.0715725175412344
"726","miR-1932",0.100702167,0.206140644,0.1534214055,0.0745562620846818
"466","miR-675-3p",0.100702167,0.203496521,0.152099344,0.0726865847810905
"293","miR-488-3p",0.195170285,0.107932194,0.1515512395,0.0616866457238691
"685","miR-1960",0.100702167,0.198404242,0.1495532045,0.0690857997684967
"901","miR-301a-5p",0.196316423,0.102518428,0.1494174255,0.0663251983262019
"448","miR-485-3p",0.194676188,0.1029708,0.148823494,0.0648455017261434
"792","miR-136-3p",0.10126004,0.194478993,0.1478695165,0.0659157538014101
"857","miR-873a-5p",0.192598874,0.102518428,0.147558651,0.0636964942189086
"659","miR-743a-5p",0.190756318,0.1029708,0.146863559,0.0620737350677737
"499","miR-23b-5p",0.188853523,0.1029708,0.1459121615,0.0607282558200659
"701","miR-465c-5p",0.188829829,0.1029708,0.1459003145,0.0607115016319924
"284","miR-300-3p",0.183372869,0.107932194,0.1456525315,0.0533446128697904
"380","miR-1938",0.186836479,0.1029708,0.1449036395,0.0593019903297142
"805","miR-466l-5p",0.168631114,0.117128595,0.1428798545,0.036417780433089
"371","miR-1901",0.17596146,0.109071414,0.142516437,0.0472984051204801
